id;year;month;municipality_code_ibge;municipality_name;dengue_cases;chikungunya_cases;zika_cases;total_cases;estimated_population;rainfall_mm;average_humidity;average_temperature
2801;2000.0;8.0;3305802;Teresópolis;0;0;0;0;88293.0;114.6;;
2802;2000.0;8.0;3504503;Avaré;0;0;0;0;40335.0;88.4;64.6;17.8
2803;2000.0;8.0;3509700;Campos do Jordão;0;0;0;0;27197.0;69.8;;
2804;2000.0;8.0;3511102;Catanduva;0;0;0;0;52522.0;42.1;59.2;21.9
2805;2000.0;8.0;3516200;Franca;0;0;0;0;151152.0;28.2;53.9;20.6
2806;2000.0;8.0;3518800;Guarulhos;0;0;0;0;515164.0;70.6;68.6;17.1
2807;2000.0;8.0;3520301;Iguape;0;0;0;0;18069.0;112.8;88.8;15.5
2808;2000.0;8.0;3523909;Itu;0;0;0;0;73902.0;67.1;;
2809;2000.0;8.0;3527108;Lins;0;0;0;0;33359.0;61.6;;
2810;2000.0;8.0;3541406;Presidente Prudente;0;0;0;0;104515.0;51.6;58.6;21.7
2811;2000.0;8.0;3546603;Santa Fé do Sul;0;0;0;0;16374.0;45.0;;
2812;2000.0;8.0;3548906;São Carlos;0;0;0;0;122473.0;49.4;64.9;18.3
2813;2000.0;8.0;3549607;São José do Barreiro;0;0;0;0;2207.0;;;
2814;2000.0;8.0;3550902;São Simão;0;0;0;0;6420.0;46.4;62.3;20.9
2815;2000.0;8.0;3551009;São Vicente;0;0;0;0;146756.0;;61.7;23.6
2816;2000.0;8.0;3552205;Sorocaba;0;0;0;0;307419.0;76.7;68.1;18.1
2817;2000.0;8.0;3554102;Taubaté;0;0;0;0;133141.0;82.2;74.7;17.3
2818;2000.0;8.0;3555406;Ubatuba;0;0;0;0;79563.0;70.4;85.4;18.3
2819;2000.0;8.0;3557105;Votuporanga;0;0;0;0;44051.0;53.6;52.7;22.8
2820;2000.0;8.0;4103008;Boa Esperança;0;0;0;0;1985.0;20.5;74.6;21.8
2821;2000.0;8.0;4104204;Campo Largo;0;0;0;0;58179.0;;;
2822;2000.0;8.0;4104303;Campo Mourão;0;0;0;0;43415.0;208.9;69.0;17.6
2823;2000.0;8.0;4104907;Castro;0;0;0;0;30585.0;119.1;83.1;13.3
2824;2000.0;8.0;4105805;Colombo;0;0;0;0;92405.0;;;
2825;2000.0;8.0;4106407;Cornélio Procópio;0;0;0;0;21294.0;;;
2826;2000.0;8.0;4106704;Cruzeiro do Sul;0;0;0;0;2105.0;134.2;85.5;25.7
2827;2000.0;8.0;4106902;Curitiba;0;0;0;0;789846.0;92.4;82.8;13.9
2828;2000.0;8.0;4110052;Iguatu;0;0;0;0;1000.0;12.4;54.8;26.8
2829;2000.0;8.0;4110706;Irati;0;0;0;0;24578.0;71.6;73.5;13.7
2830;2000.0;8.0;4111407;Ivaí;0;0;0;0;5581.0;112.5;;
2831;2000.0;8.0;4113502;Loanda;0;0;0;0;9824.0;;;
2832;2000.0;8.0;4113700;Londrina;0;0;0;0;247287.0;93.3;71.7;
2833;2000.0;8.0;4115200;Maringá;0;0;0;0;180117.0;160.0;;
2834;2000.0;8.0;4117602;Palmas;0;0;0;0;17370.0;3.7;43.5;28.4
2835;2000.0;8.0;4118204;Paranaguá;0;0;0;0;59236.0;116.4;86.4;15.6
2836;2000.0;8.0;4122503;Roncador;0;0;0;0;5059.0;44.6;49.3;20.2
2837;2000.0;8.0;4202537;Bom Jesus;0;0;0;0;1099.0;119.5;72.8;10.9
2838;2000.0;8.0;4203600;Campos Novos;0;0;0;0;15848.0;114.1;;
2839;2000.0;8.0;4204202;Chapecó;0;0;0;0;101916.0;126.3;64.7;16.1
2840;2000.0;8.0;4205407;Florianópolis;0;0;0;0;285000.0;;;
2841;2000.0;8.0;4207502;Indaial;0;0;0;0;29447.0;64.7;84.6;15.9
2842;2000.0;8.0;4207858;Irati;0;0;0;0;885.0;71.6;73.5;13.7
2843;2000.0;8.0;4209003;Joaçaba;0;0;0;0;13581.0;89.1;;
2844;2000.0;8.0;4209300;Lages;0;0;0;0;71163.0;82.9;72.2;12.0
2845;2000.0;8.0;4213302;Ponte Alta;0;0;0;0;2154.0;34.9;73.3;20.2
2846;2000.0;8.0;4216008;São Carlos;0;0;0;0;4576.0;49.4;64.9;18.3
2847;2000.0;8.0;4216503;São Joaquim;0;0;0;0;12097.0;84.8;67.3;10.5
2848;2000.0;8.0;4219002;Urussanga;0;0;0;0;9080.0;;;
2849;2000.0;8.0;4300802;Antônio Prado;0;0;0;0;6179.0;;;
2850;2000.0;8.0;4301602;Bagé;0;0;0;0;53716.0;58.9;57.4;13.0
2851;2000.0;8.0;4302105;Bento Gonçalves;0;0;0;0;55648.0;131.9;66.0;13.5
2852;2000.0;8.0;4302303;Bom Jesus;0;0;0;0;5436.0;119.5;72.8;10.9
2853;2000.0;8.0;4303509;Camaquã;0;0;0;0;28366.0;88.0;79.3;12.5
2854;2000.0;8.0;4303608;Cambará do Sul;0;0;0;0;3343.0;137.7;71.2;10.9
2855;2000.0;8.0;4303905;Campo Bom;0;0;0;0;27222.0;101.7;78.5;13.8
2856;2000.0;8.0;4305108;Caxias do Sul;0;0;0;0;220438.0;108.9;69.9;13.1
2857;2000.0;8.0;4305587;Colinas;0;0;0;0;1137.0;25.5;67.8;25.8
2858;2000.0;8.0;4306106;Cruz Alta;0;0;0;0;27132.0;102.6;71.3;14.4
2859;2000.0;8.0;4306205;Cruzeiro do Sul;0;0;0;0;5723.0;134.2;85.5;25.7
2860;2000.0;8.0;4306908;Encruzilhada do Sul;0;0;0;0;12905.0;81.0;68.2;13.0
2861;2000.0;8.0;4310009;Ibirubá;0;0;0;0;9228.0;100.7;74.2;14.0
2862;2000.0;8.0;4310504;Iraí;0;0;0;0;3527.0;83.7;74.4;15.9
2863;2000.0;8.0;4311304;Lagoa Vermelha;0;0;0;0;12860.0;79.5;70.5;13.0
2864;2000.0;8.0;4314100;Passo Fundo;0;0;0;0;95786.0;83.8;;
2865;2000.0;8.0;4314407;Pelotas;0;0;0;0;166058.0;133.3;80.1;12.4
2866;2000.0;8.0;4314902;Porto Alegre;0;0;0;0;687679.0;93.9;73.6;14.0
2867;2000.0;8.0;4315008;Porto Lucena;0;0;0;0;2396.0;;;
2868;2000.0;8.0;4315602;Rio Grande;0;0;0;0;102932.0;99.1;81.6;12.7
2869;2000.0;8.0;4316907;Santa Maria;0;0;0;0;132595.0;99.2;77.9;14.0
2870;2000.0;8.0;4317301;Santa Vitória do Palmar;0;0;0;0;20837.0;63.3;81.6;11.4
2871;2000.0;8.0;4318903;São Luiz Gonzaga;0;0;0;0;15676.0;80.0;65.2;16.4
2872;2000.0;8.0;4321451;Teutônia;0;0;0;0;14303.0;123.2;78.1;14.1
2873;2000.0;8.0;4321501;Torres;0;0;0;0;32149.0;155.8;84.0;13.3
2874;2000.0;8.0;4321907;Três Passos;0;0;0;0;11224.0;;;
2875;2000.0;8.0;4322004;Triunfo;0;0;0;0;13318.0;127.8;88.6;13.8
2876;2000.0;8.0;4322400;Uruguaiana;0;0;0;0;47276.0;47.5;;
2877;2000.0;8.0;5000203;Água Clara;0;0;0;0;7335.0;;;
2878;2000.0;8.0;5001102;Aquidauana;0;0;0;0;21169.0;;;
2879;2000.0;8.0;5002100;Bela Vista;0;0;0;0;9239.0;;;
2880;2000.0;8.0;5002704;Campo Grande;0;0;0;0;392791.0;96.8;62.5;22.4
2881;2000.0;8.0;5002803;Caracol;0;0;0;0;2478.0;0.0;53.0;25.5
2882;2000.0;8.0;5003207;Corumbá;0;0;0;0;38050.0;129.4;69.2;24.0
2883;2000.0;8.0;5003702;Dourados;0;0;0;0;103076.0;125.3;;
2884;2000.0;8.0;5004700;Ivinhema;0;0;0;0;12215.0;137.7;72.7;20.4
2885;2000.0;8.0;5006309;Paranaíba;0;0;0;0;20136.0;52.8;55.7;22.9
2886;2000.0;8.0;5006606;Ponta Porã;0;0;0;0;37658.0;111.0;69.0;18.8
2887;2000.0;8.0;5008305;Três Lagoas;0;0;0;0;59627.0;92.6;64.8;22.2
2888;2000.0;8.0;5102504;Cáceres;0;0;0;0;39844.0;8.6;63.8;25.6
2889;2000.0;8.0;5102702;Canarana;0;0;0;0;10048.0;2.1;57.6;26.3
2890;2000.0;8.0;5103379;Cotriguaçu;0;0;0;0;5281.0;;80.5;25.7
2891;2000.0;8.0;5103403;Cuiabá;0;0;0;0;279657.0;12.0;67.2;26.8
2892;2000.0;8.0;5103502;Diamantino;0;0;0;0;9548.0;18.1;63.0;25.8
2893;2000.0;8.0;5105606;Matupá;0;0;0;0;8017.0;68.0;63.3;26.0
2894;2000.0;8.0;5107008;Poxoréu;0;0;0;0;11361.0;15.7;61.4;24.2
2895;2000.0;8.0;5107206;Rio Branco;0;0;0;0;2227.0;29.4;85.0;24.6
2896;2000.0;8.0;5107305;São José do Rio Claro;0;0;0;0;6377.0;0.0;80.4;24.2
2897;2000.0;8.0;5107602;Rondonópolis;0;0;0;0;105400.0;1.8;54.4;25.8
2898;2000.0;8.0;5201702;Aragarças;0;0;0;0;8080.0;22.0;48.8;26.5
2899;2000.0;8.0;5205109;Catalão;0;0;0;0;49953.0;20.8;47.4;22.7
2900;2000.0;8.0;5208004;Formosa;0;0;0;0;50308.0;20.5;46.9;22.3
2901;2000.0;8.0;5208103;Formoso;0;0;0;0;2410.0;0.6;46.8;22.7
2902;2000.0;8.0;5208608;Goianésia;0;0;0;0;30189.0;0.2;45.0;25.0
2903;2000.0;8.0;5208707;Goiânia;0;0;0;0;655531.0;31.5;44.4;25.1
2904;2000.0;8.0;5208905;Goiás;0;0;0;0;14220.0;49.7;44.4;25.8
2905;2000.0;8.0;5210109;Ipameri;0;0;0;0;12563.0;28.8;56.8;22.2
2906;2000.0;8.0;5211503;Itumbiara;0;0;0;0;47434.0;10.7;46.5;23.5
2907;2000.0;8.0;5211909;Jataí;0;0;0;0;45373.0;22.5;51.5;22.1
2908;2000.0;8.0;5212501;Luziânia;0;0;0;0;92912.0;;;
2909;2000.0;8.0;5217302;Pirenópolis;0;0;0;0;15028.0;38.5;52.4;23.1
2910;2000.0;8.0;5218003;Porangatu;0;0;0;0;19420.0;;;
2911;2000.0;8.0;5218300;Posse;0;0;0;0;14962.0;6.1;45.6;24.3
2912;2000.0;8.0;5218805;Rio Verde;0;0;0;0;90664.0;25.7;46.0;23.2
2913;2000.0;8.0;5220405;São Simão;0;0;0;0;8262.0;46.4;62.3;20.9
2914;2000.0;8.0;5300108;Brasília;0;0;0;0;1172689.0;56.3;43.5;21.5
2915;2000.0;9.0;1100205;Porto Velho;0;0;0;0;203556.0;49.3;76.9;26.1
2916;2000.0;9.0;1100452;Buritis;0;0;0;0;13246.0;19.6;54.4;25.6
2917;2000.0;9.0;1200203;Cruzeiro do Sul;0;0;0;0;31869.0;185.5;85.5;26.2
2918;2000.0;9.0;1200401;Rio Branco;0;0;0;0;148826.0;140.1;83.7;25.2
2919;2000.0;9.0;1200609;Tarauacá;0;0;0;0;13618.0;76.0;81.2;25.7
2920;2000.0;9.0;1300409;Barcelos;0;0;0;0;5446.0;130.9;85.1;26.6
2921;2000.0;9.0;1300607;Benjamin Constant;0;0;0;0;9094.0;215.4;84.2;26.3
2922;2000.0;9.0;1301209;Coari;0;0;0;0;21305.0;145.5;79.1;27.1
2923;2000.0;9.0;1301308;Codajás;0;0;0;0;6655.0;201.7;78.8;27.0
2924;2000.0;9.0;1301407;Eirunepé;0;0;0;0;9680.0;98.8;84.3;25.7
2925;2000.0;9.0;1301605;Fonte Boa;0;0;0;0;6053.0;153.6;87.9;26.5
2926;2000.0;9.0;1301902;Itacoatiara;0;0;0;0;35124.0;169.3;82.8;27.2
2927;2000.0;9.0;1302405;Lábrea;0;0;0;0;13474.0;206.9;83.8;26.1
2928;2000.0;9.0;1302603;Manaus;0;0;0;0;738012.0;218.1;86.8;27.3
2929;2000.0;9.0;1302702;Manicoré;0;0;0;0;14248.0;209.6;85.1;26.5
2930;2000.0;9.0;1303403;Parintins;0;0;0;0;29973.0;74.9;75.1;28.4
2931;2000.0;9.0;1304203;Tefé;0;0;0;0;21101.0;260.3;82.9;27.1
2932;2000.0;9.0;1400100;Boa Vista;0;0;0;0;133020.0;76.8;72.0;28.4
2933;2000.0;9.0;1400209;Caracaraí;0;0;0;0;8631.0;115.6;83.3;27.5
2934;2000.0;9.0;1500602;Altamira;0;0;0;0;54274.0;121.2;75.3;27.4
2935;2000.0;9.0;1501402;Belém;0;0;0;0;528989.0;146.5;83.4;26.6
2936;2000.0;9.0;1501451;Belterra;0;0;0;0;7597.0;69.9;86.0;26.1
2937;2000.0;9.0;1501808;Breves;0;0;0;0;28115.0;156.2;84.1;26.9
2938;2000.0;9.0;1502103;Cametá;0;0;0;0;39905.0;115.6;81.7;27.6
2939;2000.0;9.0;1502707;Conceição do Araguaia;0;0;0;0;19636.0;71.6;89.2;27.2
2940;2000.0;9.0;1503606;Itaituba;0;0;0;0;46002.0;176.3;88.6;27.6
2941;2000.0;9.0;1504208;Marabá;0;0;0;0;106660.0;47.6;74.5;27.1
2942;2000.0;9.0;1504802;Monte Alegre;0;0;0;0;24608.0;37.0;73.6;27.8
2943;2000.0;9.0;1505106;Óbidos;0;0;0;0;19117.0;79.3;81.9;27.0
2944;2000.0;9.0;1505908;Porto de Moz;0;0;0;0;10520.0;98.8;84.2;27.6
2945;2000.0;9.0;1507300;São Félix do Xingu;0;0;0;0;26484.0;;;
2946;2000.0;9.0;1507904;Soure;0;0;0;0;9360.0;55.9;75.5;28.0
2947;2000.0;9.0;1508035;Tracuateua;0;0;0;0;10705.0;14.6;85.0;26.2
2948;2000.0;9.0;1508100;Tucuruí;0;0;0;0;34412.0;99.0;86.3;27.6
2949;2000.0;9.0;1600105;Amapá;0;0;0;0;2579.0;;;
2950;2000.0;9.0;1600303;Macapá;0;0;0;0;149531.0;59.1;74.3;28.4
2951;2000.0;9.0;1702109;Araguaína;0;0;0;0;72039.0;115.8;77.2;25.0
2952;2000.0;9.0;1707405;Esperantina;0;0;0;0;3213.0;34.3;;
2953;2000.0;9.0;1709500;Gurupi;0;0;0;0;36801.0;;;
2954;2000.0;9.0;1716505;Pedro Afonso;0;0;0;0;5847.0;50.0;70.9;27.3
2955;2000.0;9.0;1716604;Peixe;0;0;0;0;5346.0;144.7;62.2;27.4
2956;2000.0;9.0;1718204;Porto Nacional;0;0;0;0;29950.0;102.0;60.8;28.2
2957;2000.0;9.0;1720903;Taguatinga;0;0;0;0;6680.0;34.3;50.5;27.0
2958;2000.0;9.0;1721000;Palmas;0;0;0;0;129424.0;46.3;56.7;28.0
2959;2000.0;9.0;2100501;Alto Parnaíba;0;0;0;0;4381.0;52.2;57.5;27.5
2960;2000.0;9.0;2101202;Bacabal;0;0;0;0;38964.0;11.2;71.9;28.7
2961;2000.0;9.0;2101400;Balsas;0;0;0;0;36996.0;13.8;55.4;28.6
2962;2000.0;9.0;2101608;Barra do Corda;0;0;0;0;36839.0;48.6;79.1;26.5
2963;2000.0;9.0;2102804;Carolina;0;0;0;0;9989.0;59.6;64.2;27.5
2964;2000.0;9.0;2103000;Caxias;0;0;0;0;60143.0;23.0;56.0;28.6
2965;2000.0;9.0;2103208;Chapadinha;0;0;0;0;31620.0;9.5;72.0;27.6
2966;2000.0;9.0;2103505;Colinas;0;0;0;0;16331.0;108.7;70.3;26.7
2967;2000.0;9.0;2105302;Imperatriz;0;0;0;0;110137.0;113.0;70.1;27.8
2968;2000.0;9.0;2111300;São Luís;0;0;0;0;406974.0;12.6;83.5;27.1
2969;2000.0;9.0;2112407;Turiaçu;0;0;0;0;11177.0;76.8;81.0;26.9
2970;2000.0;9.0;2114007;Zé Doca;0;0;0;0;16234.0;36.3;76.0;27.1
2971;2000.0;9.0;2200202;Água Branca;0;0;0;0;7530.0;66.7;80.8;21.8
2972;2000.0;9.0;2201903;Bom Jesus;0;0;0;0;12197.0;222.1;79.3;12.3
2973;2000.0;9.0;2202505;Caracol;0;0;0;0;4510.0;0.9;52.3;26.6
2974;2000.0;9.0;2203701;Esperantina;0;0;0;0;16255.0;34.3;;
2975;2000.0;9.0;2203909;Floriano;0;0;0;0;26074.0;1.7;;
2976;2000.0;9.0;2207702;Parnaíba;0;0;0;0;64580.0;3.1;70.7;27.6
2977;2000.0;9.0;2207801;Paulistana;0;0;0;0;10470.0;0.0;59.5;27.9
2978;2000.0;9.0;2208007;Picos;0;0;0;0;36224.0;8.1;;
2979;2000.0;9.0;2208403;Piripiri;0;0;0;0;26741.0;25.6;58.9;27.8
2980;2000.0;9.0;2210003;São João do Piauí;0;0;0;0;9739.0;0.2;38.7;29.3
2981;2000.0;9.0;2211001;Teresina;0;0;0;0;355470.0;41.5;67.5;27.8
2982;2000.0;9.0;2300200;Acaraú;0;0;0;0;26163.0;23.9;;27.5
2983;2000.0;9.0;2301901;Barbalha;0;0;0;0;29531.0;19.8;51.1;26.9
2984;2000.0;9.0;2302701;Campos Sales;0;0;0;0;12662.0;15.5;;
2985;2000.0;9.0;2304103;Crateús;0;0;0;0;34293.0;0.6;45.9;28.4
2986;2000.0;9.0;2304400;Fortaleza;0;0;0;0;1034611.0;147.4;77.9;26.3
2987;2000.0;9.0;2305100;Guaramiranga;0;0;0;0;3389.0;91.0;87.4;20.1
2988;2000.0;9.0;2305506;Iguatu;0;0;0;0;44117.0;56.2;58.0;27.5
2989;2000.0;9.0;2307007;Jaguaruana;0;0;0;0;14412.0;34.4;69.7;27.5
2990;2000.0;9.0;2307304;Juazeiro do Norte;0;0;0;0;113276.0;;;
2991;2000.0;9.0;2308708;Morada Nova;0;0;0;0;28744.0;19.5;65.7;27.2
2992;2000.0;9.0;2311306;Quixadá;0;0;0;0;36341.0;;;
2993;2000.0;9.0;2311405;Quixeramobim;0;0;0;0;34179.0;35.0;68.3;27.2
2994;2000.0;9.0;2312908;Sobral;0;0;0;0;84238.0;0.0;60.6;27.9
2995;2000.0;9.0;2313302;Tauá;0;0;0;0;27061.0;;;
2996;2000.0;9.0;2314102;Viçosa do Ceará;0;0;0;0;22760.0;;;
2997;2000.0;9.0;2401008;Apodi;0;0;0;0;16745.0;21.9;79.0;27.8
2998;2000.0;9.0;2401305;Campo Grande;0;0;0;0;4168.0;131.9;71.5;22.1
2999;2000.0;9.0;2401701;Bom Jesus;0;0;0;0;4469.0;222.1;79.3;12.3
3000;2000.0;9.0;2403004;Cruzeta;0;0;0;0;3639.0;24.0;59.8;26.6
3001;2000.0;9.0;2403806;Florânia;0;0;0;0;4263.0;5.9;;
3002;2000.0;9.0;2407104;Macaíba;0;0;0;0;38169.0;;;
3003;2000.0;9.0;2407203;Macau;0;0;0;0;12928.0;19.2;68.8;27.5
3004;2000.0;9.0;2407807;Monte Alegre;0;0;0;0;10024.0;37.0;73.6;27.8
3005;2000.0;9.0;2408003;Mossoró;0;0;0;0;123480.0;25.5;70.4;27.5
3006;2000.0;9.0;2408102;Natal;0;0;0;0;337029.0;205.1;89.7;25.3
3007;2000.0;9.0;2408300;Nova Cruz;0;0;0;0;14199.0;;;
3008;2000.0;9.0;2409332;Santa Maria;0;0;0;0;2208.0;242.4;77.6;16.2
3009;2000.0;9.0;2411205;Santa Cruz;0;0;0;0;17091.0;112.6;;
3010;2000.0;9.0;2413003;São Vicente;0;0;0;0;3039.0;54.8;72.2;22.7
3011;2000.0;9.0;2413508;Serrinha;0;0;0;0;3098.0;97.1;81.8;22.3
3012;2000.0;9.0;2414902;Viçosa;0;0;0;0;788.0;82.4;;
3013;2000.0;9.0;2500106;Água Branca;0;0;0;0;4434.0;66.7;80.8;21.8
3014;2000.0;9.0;2501104;Areia;0;0;0;0;10203.0;222.2;;
3015;2000.0;9.0;2501906;Belém;0;0;0;0;7291.0;146.5;83.4;26.6
3016;2000.0;9.0;2502151;Boa Vista;0;0;0;0;2768.0;76.8;72.0;28.4
3017;2000.0;9.0;2502201;Bom Jesus;0;0;0;0;1065.0;222.1;79.3;12.3
3018;2000.0;9.0;2504009;Campina Grande;0;0;0;0;183901.0;149.4;;
3019;2000.0;9.0;2506301;Guarabira;0;0;0;0;24270.0;;;
3020;2000.0;9.0;2507507;João Pessoa;0;0;0;0;377756.0;228.8;78.6;26.2
3021;2000.0;9.0;2509701;Monteiro;0;0;0;0;17629.0;52.6;70.0;23.1
3022;2000.0;9.0;2510808;Patos;0;0;0;0;45320.0;9.7;;
3023;2000.0;9.0;2513208;Santa Cruz;0;0;0;0;2684.0;112.6;;
3024;2000.0;9.0;2516805;Triunfo;0;0;0;0;4039.0;166.85;81.4;18.5
3025;2000.0;9.0;2603009;Cabrobó;0;0;0;0;13057.0;7.1;55.1;26.2
3026;2000.0;9.0;2606002;Garanhuns;0;0;0;0;61356.0;135.1;94.0;19.7
3027;2000.0;9.0;2606200;Goiana;0;0;0;0;41466.0;;;
3028;2000.0;9.0;2609501;Nazaré da Mata;0;0;0;0;12651.0;;;
3029;2000.0;9.0;2609600;Olinda;0;0;0;0;153234.0;;;
3030;2000.0;9.0;2609907;Ouricuri;0;0;0;0;32040.0;1.2;;26.3
3031;2000.0;9.0;2610905;Pesqueira;0;0;0;0;29617.0;28.7;;22.4
3032;2000.0;9.0;2611101;Petrolina;0;0;0;0;159256.0;3.0;51.4;
3033;2000.0;9.0;2612455;Santa Cruz;0;0;0;0;6026.0;112.6;;
3034;2000.0;9.0;2614501;Surubim;0;0;0;0;28761.0;117.1;84.0;22.2
3035;2000.0;9.0;2615706;Triunfo;0;0;0;0;7500.0;166.85;81.4;18.5
3036;2000.0;9.0;2700102;Água Branca;0;0;0;0;8244.0;66.7;80.8;21.8
3037;2000.0;9.0;2700300;Arapiraca;0;0;0;0;96116.0;;;
3038;2000.0;9.0;2700805;Belém;0;0;0;0;2170.0;146.5;83.4;26.6
3039;2000.0;9.0;2701506;Campo Grande;0;0;0;0;3380.0;131.9;71.5;22.1
3040;2000.0;9.0;2704302;Maceió;0;0;0;0;403096.0;426.9;83.3;23.5
3041;2000.0;9.0;2704401;Major Isidoro;0;0;0;0;7538.0;;;
3042;2000.0;9.0;2705002;Mata Grande;0;0;0;0;10531.0;;;
3043;2000.0;9.0;2706307;Palmeira dos Índios;0;0;0;0;30820.0;110.0;81.9;22.7
3044;2000.0;9.0;2706406;Pão de Açúcar;0;0;0;0;10124.0;62.5;83.8;26.4
3045;2000.0;9.0;2707404;Porto de Pedras;0;0;0;0;4183.0;420.1;;25.2
3046;2000.0;9.0;2709400;Viçosa;0;0;0;0;9954.0;82.4;;
3047;2000.0;9.0;2800308;Aracaju;0;0;0;0;267071.0;98.6;76.8;25.3
3048;2000.0;9.0;2803005;Itabaianinha;0;0;0;0;17052.0;210.4;82.1;23.0
3049;2000.0;9.0;2805703;Propriá;0;0;0;0;11845.0;140.8;81.7;24.3
3050;2000.0;9.0;2900702;Alagoinhas;0;0;0;0;70414.0;117.4;84.0;22.8
3051;2000.0;9.0;2902708;Barra;0;0;0;0;21037.0;58.4;44.9;26.9
3052;2000.0;9.0;2903201;Barreiras;0;0;0;0;70200.0;39.1;53.9;26.5
3053;2000.0;9.0;2903904;Bom Jesus da Lapa;0;0;0;0;27189.0;29.8;47.9;26.7
3054;2000.0;9.0;2905206;Caetité;0;0;0;0;24459.0;25.6;57.8;21.3
3055;2000.0;9.0;2905701;Camaçari;0;0;0;0;177233.0;219.9;82.2;23.6
3056;2000.0;9.0;2906204;Canarana;0;0;0;0;11409.0;94.0;74.4;25.9
3057;2000.0;9.0;2906303;Canavieiras;0;0;0;0;17067.0;68.0;82.5;23.3
3058;2000.0;9.0;2906907;Caravelas;0;0;0;0;10161.0;311.4;80.3;23.3
3059;2000.0;9.0;2907103;Carinhanha;0;0;0;0;13945.0;15.9;45.9;26.0
3060;2000.0;9.0;2907905;Cipó;0;0;0;0;7585.0;59.1;77.9;23.8
3061;2000.0;9.0;2909307;Correntina;0;0;0;0;15964.0;19.8;49.9;25.3
3062;2000.0;9.0;2909802;Cruz das Almas;0;0;0;0;28010.0;93.9;83.3;22.4
3063;2000.0;9.0;2910800;Feira de Santana;0;0;0;0;288378.0;71.4;82.4;22.6
3064;2000.0;9.0;2911808;Guaratinga;0;0;0;0;10775.0;96.7;80.8;21.9
3065;2000.0;9.0;2914604;Irecê;0;0;0;0;31512.0;15.7;58.1;22.9
3066;2000.0;9.0;2914703;Itaberaba;0;0;0;0;31126.0;54.2;67.7;23.9
3067;2000.0;9.0;2914802;Itabuna;0;0;0;0;93345.0;;;
3068;2000.0;9.0;2917201;Ituaçu;0;0;0;0;8692.0;14.0;58.9;23.4
3069;2000.0;9.0;2917508;Jacobina;0;0;0;0;42748.0;38.5;67.5;23.2
3070;2000.0;9.0;2919306;Lençóis;0;0;0;0;5920.0;28.0;66.9;23.2
3071;2000.0;9.0;2921500;Monte Santo;0;0;0;0;24887.0;35.2;72.0;22.8
3072;2000.0;9.0;2921708;Morro do Chapéu;0;0;0;0;18502.0;21.9;74.4;19.2
3073;2000.0;9.0;2922003;Mucuri;0;0;0;0;19098.0;;;
3074;2000.0;9.0;2924009;Paulo Afonso;0;0;0;0;49975.0;30.0;65.8;25.2
3075;2000.0;9.0;2926004;Remanso;0;0;0;0;18049.0;0.6;53.2;23.2
3076;2000.0;9.0;2930105;Senhor do Bonfim;0;0;0;0;35063.0;51.7;66.4;22.8
3077;2000.0;9.0;2930501;Serrinha;0;0;0;0;39114.0;97.1;81.8;22.3
3078;2000.0;9.0;2933307;Vitória da Conquista;0;0;0;0;160658.0;23.8;79.4;18.9
3079;2000.0;9.0;3101102;Aimorés;0;0;0;0;12587.0;36.0;75.6;23.7
3080;2000.0;9.0;3103405;Araçuaí;0;0;0;0;15703.0;18.0;60.4;24.3
3081;2000.0;9.0;3104007;Araxá;0;0;0;0;47752.0;173.6;;
3082;2000.0;9.0;3104502;Arinos;0;0;0;0;8327.0;26.4;51.5;26.1
3083;2000.0;9.0;3105103;Bambuí;0;0;0;0;13313.0;85.7;75.7;20.3
3084;2000.0;9.0;3105608;Barbacena;0;0;0;0;56122.0;142.3;81.0;17.0
3085;2000.0;9.0;3106200;Belo Horizonte;0;0;0;0;1027170.0;49.4;66.1;20.2
3086;2000.0;9.0;3107109;Boa Esperança;0;0;0;0;17576.0;71.7;75.6;22.4
3087;2000.0;9.0;3107406;Bom Despacho;0;0;0;0;25040.0;45.1;70.1;20.1
3088;2000.0;9.0;3109303;Buritis;0;0;0;0;11690.0;19.6;54.4;25.6
3089;2000.0;9.0;3112109;Caparaó;0;0;0;0;2402.0;40.6;81.9;18.6
3090;2000.0;9.0;3112604;Capinópolis;0;0;0;0;6695.0;45.2;67.4;23.6
3091;2000.0;9.0;3113404;Caratinga;0;0;0;0;43134.0;25.7;;
3092;2000.0;9.0;3113503;Carbonita;0;0;0;0;5248.0;28.7;69.4;20.3
3093;2000.0;9.0;3115508;Caxambu;0;0;0;0;10978.0;;;
3094;2000.0;9.0;3119401;Coronel Fabriciano;0;0;0;0;43598.0;44.7;74.9;
3095;2000.0;9.0;3119609;Coronel Pacheco;0;0;0;0;1596.0;106.6;78.1;19.8
3096;2000.0;9.0;3120904;Curvelo;0;0;0;0;37360.0;57.0;57.8;22.9
3097;2000.0;9.0;3121605;Diamantina;0;0;0;0;24765.0;33.0;75.6;17.0
3098;2000.0;9.0;3122306;Divinópolis;0;0;0;0;106845.0;63.1;63.7;20.9
3099;2000.0;9.0;3124302;Espinosa;0;0;0;0;13975.0;19.6;50.6;24.8
3100;2000.0;9.0;3126000;Florestal;0;0;0;0;4829.0;55.8;71.9;19.1
3101;2000.0;9.0;3126208;Formoso;0;0;0;0;3720.0;;;
3102;2000.0;9.0;3127107;Frutal;0;0;0;0;28235.0;81.2;64.9;23.9
3103;2000.0;9.0;3127388;Goianá;0;0;0;0;2356.0;;;
